content,aspect,sentiment,from,to
when lee learned of this consequence he filed a motion to vacate his conviction and sentence arguing that his attorney had provided constitutionally ineffective assistance,lee,1,5,8
when lee learned of this consequence he filed a motion to vacate his conviction and sentence arguing that his attorney had provided constitutionally ineffective assistance,he,1,37,39
when lee learned of this consequence he filed a motion to vacate his conviction and sentence arguing that his attorney had provided constitutionally ineffective assistance,his,1,65,68
when lee learned of this consequence he filed a motion to vacate his conviction and sentence arguing that his attorney had provided constitutionally ineffective assistance,his,1,106,109
when lee learned of this consequence he filed a motion to vacate his conviction and sentence arguing that his attorney had provided constitutionally ineffective assistance,attorney,-1,110,118
arguing that his attorney had provided constitutionally ineffective assistance,his,1,13,16
arguing that his attorney had provided constitutionally ineffective assistance,attorney,0,17,25
his attorney had provided constitutionally ineffective assistance,his,-1,0,3
his attorney had provided constitutionally ineffective assistance,attorney,0,4,12
at an evidentiary hearing both lee and his pleastage counsel testified that “deportation was the determinative issue to lee in deciding whether to accept a plea and lees counsel acknowledged that although lees defense to the charge was weak if he had known lee would be deported upon pleading guilty he would have advised him to go to trial,lee,-1,31,34
at an evidentiary hearing both lee and his pleastage counsel testified that “deportation was the determinative issue to lee in deciding whether to accept a plea and lees counsel acknowledged that although lees defense to the charge was weak if he had known lee would be deported upon pleading guilty he would have advised him to go to trial,his,-1,39,42
at an evidentiary hearing both lee and his pleastage counsel testified that “deportation was the determinative issue to lee in deciding whether to accept a plea and lees counsel acknowledged that although lees defense to the charge was weak if he had known lee would be deported upon pleading guilty he would have advised him to go to trial,counsel,-1,53,60
at an evidentiary hearing both lee and his pleastage counsel testified that “deportation was the determinative issue to lee in deciding whether to accept a plea and lees counsel acknowledged that although lees defense to the charge was weak if he had known lee would be deported upon pleading guilty he would have advised him to go to trial,he,-1,244,246
